Cast Vote Record,Rep. to Congress 1st Choice District 2,Rep. to Congress 2nd Choice District 2,Rep. to Congress 3rd Choice District 2,Rep. to Congress 4th Choice District 2
10105,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10108,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
10109,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10111,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10115,"Bond, Tiffany L.","DEM Golden, Jared F.",overvote,"REP Poliquin, Bruce"
10117,"REP Poliquin, Bruce (5931)",undervote,undervote,"DEM Golden, Jared F."
10118,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10120,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
10121,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S."
10123,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
10124,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L."
10125,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10130,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
10132,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S."
10133,undervote,undervote,undervote,undervote
10134,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.",undervote
10136,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
10137,undervote,undervote,undervote,undervote
10138,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10139,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10140,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote
10141,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10143,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10145,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10146,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
10147,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10149,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10153,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10155,"REP Poliquin, Bruce (5931)",undervote,"Hoar, William R.S.","Bond, Tiffany L."
10161,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S."
10162,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10165,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote
10168,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10169,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10170,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10173,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10175,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10177,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
10178,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10185,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S."
10187,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10189,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10191,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",overvote
10192,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10194,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.","REP Poliquin, Bruce"
10195,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10196,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10197,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
10198,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
10199,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10201,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10206,undervote,undervote,undervote,undervote
10207,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10209,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10210,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10211,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10213,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10215,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
10218,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10220,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
10222,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10223,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S."
10227,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10229,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
10230,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10233,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10235,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10237,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","DEM Golden, Jared F.","REP Poliquin, Bruce"
10240,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10243,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
10245,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10246,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
10247,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
10250,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10251,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10252,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10253,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10261,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10263,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10264,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote
10265,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
10266,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10267,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
10268,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10269,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10270,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
10271,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10272,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote
10273,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10276,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10278,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10280,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10283,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10284,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10286,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10289,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote
10292,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L."
10296,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10297,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote
10298,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10299,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10302,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.",undervote,undervote
10304,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10306,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10308,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10309,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10312,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10313,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
10315,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
10316,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10321,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
10323,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10324,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10325,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10328,"Bond, Tiffany L.",undervote,undervote,undervote
10329,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10330,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10333,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10334,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
10336,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10339,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce",undervote,undervote
10344,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10345,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
10346,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10347,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10348,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
10349,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
10350,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10352,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","REP Poliquin, Bruce",undervote
10355,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10356,"REP Poliquin, Bruce (5931)",undervote,"DEM Golden, Jared F.","Hoar, William R.S."
10359,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10361,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10362,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10364,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10365,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10366,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10368,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10371,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10375,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10377,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10378,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce",undervote,undervote
10384,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10386,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10388,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10389,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
10392,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10394,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote
10395,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10396,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10398,"Hoar, William R.S.",undervote,"Bond, Tiffany L.","REP Poliquin, Bruce"
10399,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10400,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10402,"Hoar, William R.S.",undervote,undervote,undervote
10403,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10404,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10405,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote
10407,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
10408,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10412,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10413,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10416,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.",undervote,undervote
10417,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10419,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
10420,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10421,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
10422,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10424,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10425,undervote,undervote,undervote,undervote
10426,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10428,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10429,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10432,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10434,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10436,undervote,undervote,undervote,undervote
10437,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.",undervote
10438,"DEM Golden, Jared F. (5471)",undervote,"Bond, Tiffany L.","Hoar, William R.S."
10441,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
10445,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L."
10447,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
10454,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10456,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10457,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce",undervote,undervote
10459,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10461,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10462,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10464,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10467,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10469,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10471,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","REP Poliquin, Bruce","Hoar, William R.S."
10472,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10473,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10474,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10476,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10477,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10478,undervote,undervote,undervote,undervote
10481,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
10482,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10484,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10487,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10488,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10490,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10491,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10492,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10493,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10494,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10496,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10497,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10500,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
10504,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10505,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce",undervote,undervote
10507,"DEM Golden, Jared F. (5471)",undervote,"Bond, Tiffany L.","Hoar, William R.S."
10511,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10513,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10514,overvote,"Hoar, William R.S.","DEM Golden, Jared F.","REP Poliquin, Bruce"
10515,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10516,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10517,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10520,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10521,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
10523,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10524,"Hoar, William R.S.","REP Poliquin, Bruce","DEM Golden, Jared F.","Bond, Tiffany L."
10527,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10530,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10531,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
10532,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
10533,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10534,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10536,undervote,undervote,undervote,undervote
10538,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10539,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","REP Poliquin, Bruce","Hoar, William R.S."
10542,"Bond, Tiffany L.","REP Poliquin, Bruce",undervote,undervote
10543,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10551,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.",undervote,undervote
10552,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote
10555,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L."
10556,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10557,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10558,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10559,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10563,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10564,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10567,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce",undervote,undervote
10570,"Bond, Tiffany L.","Hoar, William R.S.","Bond, Tiffany L.",undervote
10572,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10574,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10576,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S."
10577,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10578,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
